Region,AgeVariable,Year,AvgDisposibleIncome
Gullspång,age 45-54 years,2018,5.9
Gullspång,age 45-54 years,2019,5.9
Gullspång,age 45-54 years,2020,5.8
Gullspång,age 45-54 years,2021,6.8
Gullspång,age 45-54 years,2022,6.5
Gullspång,age 45-54 years,2023,5.7
Gullspång,age 55-64 years,1997,3.3
Gullspång,age 55-64 years,1998,3.3
Gullspång,age 55-64 years,1999,3.5
Gullspång,age 55-64 years,2000,3.6
Gullspång,age 55-64 years,2001,3.6
Gullspång,age 55-64 years,2002,3.8
Gullspång,age 55-64 years,2003,4.0
Gullspång,age 55-64 years,2004,4.0
Gullspång,age 55-64 years,2005,4.3
Gullspång,age 55-64 years,2006,4.2
Gullspång,age 55-64 years,2007,4.5
Gullspång,age 55-64 years,2008,4.5
Gullspång,age 55-64 years,2009,4.5
Gullspång,age 55-64 years,2010,4.7
Gullspång,age 55-64 years,2011,4.9
Gullspång,age 55-64 years,2012,4.8
Gullspång,age 55-64 years,2013,4.8
Gullspång,age 55-64 years,2014,5.3
Gullspång,age 55-64 years,2015,5.4
Gullspång,age 55-64 years,2016,5.3
Gullspång,age 55-64 years,2017,5.5
Gullspång,age 55-64 years,2018,5.6
Gullspång,age 55-64 years,2019,5.7
Gullspång,age 55-64 years,2020,5.7
Gullspång,age 55-64 years,2021,6.2
Gullspång,age 55-64 years,2022,6.3
Gullspång,age 55-64 years,2023,5.3
Tranemo,all 20-64 years of age,1997,3.6
Tranemo,all 20-64 years of age,1998,3.8
Tranemo,all 20-64 years of age,1999,4.0
Tranemo,all 20-64 years of age,2000,4.2
Tranemo,all 20-64 years of age,2001,4.3
Tranemo,all 20-64 years of age,2002,4.4
Tranemo,all 20-64 years of age,2003,4.5
Tranemo,all 20-64 years of age,2004,4.4
Tranemo,all 20-64 years of age,2005,4.7
Tranemo,all 20-64 years of age,2006,4.9
Tranemo,all 20-64 years of age,2007,5.2
Tranemo,all 20-64 years of age,2008,5.2
Tranemo,all 20-64 years of age,2009,5.0
Tranemo,all 20-64 years of age,2010,5.3
Tranemo,all 20-64 years of age,2011,5.6
Tranemo,all 20-64 years of age,2012,5.5
Tranemo,all 20-64 years of age,2013,5.4
Tranemo,all 20-64 years of age,2014,5.6
Tranemo,all 20-64 years of age,2015,5.7
Tranemo,all 20-64 years of age,2016,5.9
Tranemo,all 20-64 years of age,2017,6.1
Tranemo,all 20-64 years of age,2018,6.0
Tranemo,all 20-64 years of age,2019,6.1
Tranemo,all 20-64 years of age,2020,6.0
Tranemo,all 20-64 years of age,2021,6.5
Tranemo,all 20-64 years of age,2022,6.5
Tranemo,all 20-64 years of age,2023,5.7
Tranemo,20-24 years,1997,2.6
Tranemo,20-24 years,1998,2.8
Tranemo,20-24 years,1999,2.9
Tranemo,20-24 years,2000,3.1
Tranemo,20-24 years,2001,3.1
Tranemo,20-24 years,2002,3.2
Tranemo,20-24 years,2003,3.2
Tranemo,20-24 years,2004,3.1
Tranemo,20-24 years,2005,3.2
Tranemo,20-24 years,2006,3.5
Tranemo,20-24 years,2007,3.8
Tranemo,20-24 years,2008,3.7
Tranemo,20-24 years,2009,3.2
Tranemo,20-24 years,2010,3.2
Tranemo,20-24 years,2011,3.5
Tranemo,20-24 years,2012,3.4
Tranemo,20-24 years,2013,3.3
Tranemo,20-24 years,2014,3.5
Tranemo,20-24 years,2015,3.8
Tranemo,20-24 years,2016,4.0
Tranemo,20-24 years,2017,4.1
Tranemo,20-24 years,2018,4.2
Tranemo,20-24 years,2019,4.1
Tranemo,20-24 years,2020,4.1
Tranemo,20-24 years,2021,4.3
Tranemo,20-24 years,2022,4.7
Tranemo,20-24 years,2023,3.8
Tranemo,age 25-34 years,1997,3.5
Tranemo,age 25-34 years,1998,3.6
Tranemo,age 25-34 years,1999,3.7
Tranemo,age 25-34 years,2000,4.0
Tranemo,age 25-34 years,2001,4.1
Tranemo,age 25-34 years,2002,4.1
Tranemo,age 25-34 years,2003,4.1
Tranemo,age 25-34 years,2004,4.1
Tranemo,age 25-34 years,2005,4.4
Tranemo,age 25-34 years,2006,4.5
Tranemo,age 25-34 years,2007,4.8
Tranemo,age 25-34 years,2008,4.8
Tranemo,age 25-34 years,2009,4.6
Tranemo,age 25-34 years,2010,4.7
Tranemo,age 25-34 years,2011,4.8
Tranemo,age 25-34 years,2012,4.8
Tranemo,age 25-34 years,2013,4.7
Tranemo,age 25-34 years,2014,4.8
Tranemo,age 25-34 years,2015,4.9
Tranemo,age 25-34 years,2016,5.2
Tranemo,age 25-34 years,2017,5.2
Tranemo,age 25-34 years,2018,5.3
Tranemo,age 25-34 years,2019,5.4
Tranemo,age 25-34 years,2020,5.3
Tranemo,age 25-34 years,2021,5.6
Tranemo,age 25-34 years,2022,5.7
Tranemo,age 25-34 years,2023,4.9
Tranemo,age 35-44 years,1997,3.9
Tranemo,age 35-44 years,1998,3.9
Tranemo,age 35-44 years,1999,4.1
Tranemo,age 35-44 years,2000,4.4
Tranemo,age 35-44 years,2001,4.7
Tranemo,age 35-44 years,2002,4.7
Tranemo,age 35-44 years,2003,4.9
Tranemo,age 35-44 years,2004,4.7
Tranemo,age 35-44 years,2005,4.9
Tranemo,age 35-44 years,2006,5.2
Tranemo,age 35-44 years,2007,5.6
Tranemo,age 35-44 years,2008,5.6
Tranemo,age 35-44 years,2009,5.4
Tranemo,age 35-44 years,2010,5.8
Tranemo,age 35-44 years,2011,6.7
Tranemo,age 35-44 years,2012,5.9
Tranemo,age 35-44 years,2013,5.8
Tranemo,age 35-44 years,2014,6.1
Tranemo,age 35-44 years,2015,5.9
Tranemo,age 35-44 years,2016,6.2
Tranemo,age 35-44 years,2017,6.2
Tranemo,age 35-44 years,2018,6.2
Tranemo,age 35-44 years,2019,6.2
Tranemo,age 35-44 years,2020,6.1
Tranemo,age 35-44 years,2021,6.4
Tranemo,age 35-44 years,2022,6.6
Tranemo,age 35-44 years,2023,5.7
Tranemo,age 45-54 years,1997,3.9
Tranemo,age 45-54 years,1998,4.2
Tranemo,age 45-54 years,1999,4.4
Tranemo,age 45-54 years,2000,4.5
Tranemo,age 45-54 years,2001,4.5
Tranemo,age 45-54 years,2002,4.7
Tranemo,age 45-54 years,2003,4.8
Tranemo,age 45-54 years,2004,4.7
Tranemo,age 45-54 years,2005,5.0
Tranemo,age 45-54 years,2006,5.2
Tranemo,age 45-54 years,2007,5.6
Tranemo,age 45-54 years,2008,5.6
Tranemo,age 45-54 years,2009,5.4
Tranemo,age 45-54 years,2010,5.8
Tranemo,age 45-54 years,2011,5.8
Tranemo,age 45-54 years,2012,6.4
Tranemo,age 45-54 years,2013,6.0
Tranemo,age 45-54 years,2014,6.5
Tranemo,age 45-54 years,2015,6.3
Tranemo,age 45-54 years,2016,6.6
Tranemo,age 45-54 years,2017,7.3
Tranemo,age 45-54 years,2018,6.8
Tranemo,age 45-54 years,2019,7.1
Tranemo,age 45-54 years,2020,6.9
Tranemo,age 45-54 years,2021,7.8
Tranemo,age 45-54 years,2022,7.4
Tranemo,age 45-54 years,2023,6.7
Tranemo,age 55-64 years,1997,3.6
Tranemo,age 55-64 years,1998,3.7
Tranemo,age 55-64 years,1999,4.0
Tranemo,age 55-64 years,2000,4.1
Tranemo,age 55-64 years,2001,4.1
Tranemo,age 55-64 years,2002,4.2
Tranemo,age 55-64 years,2003,4.4
Tranemo,age 55-64 years,2004,4.4
Tranemo,age 55-64 years,2005,4.8
Tranemo,age 55-64 years,2006,5.0
Tranemo,age 55-64 years,2007,5.3
Tranemo,age 55-64 years,2008,5.4
Tranemo,age 55-64 years,2009,5.1
Tranemo,age 55-64 years,2010,5.4
Tranemo,age 55-64 years,2011,5.6
Tranemo,age 55-64 years,2012,5.7
Tranemo,age 55-64 years,2013,5.7
Tranemo,age 55-64 years,2014,5.9
Tranemo,age 55-64 years,2015,6.1
Tranemo,age 55-64 years,2016,6.3
Tranemo,age 55-64 years,2017,6.3
Tranemo,age 55-64 years,2018,6.2
Tranemo,age 55-64 years,2019,6.3
Tranemo,age 55-64 years,2020,6.3
Tranemo,age 55-64 years,2021,6.9
Tranemo,age 55-64 years,2022,6.9
Tranemo,age 55-64 years,2023,6.2
Bengtsfors,all 20-64 years of age,1997,3.5
Bengtsfors,all 20-64 years of age,1998,3.6
Bengtsfors,all 20-64 years of age,1999,3.8
Bengtsfors,all 20-64 years of age,2000,3.9
Bengtsfors,all 20-64 years of age,2001,4.0
Bengtsfors,all 20-64 years of age,2002,4.1
Bengtsfors,all 20-64 years of age,2003,4.0
Bengtsfors,all 20-64 years of age,2004,4.0
Bengtsfors,all 20-64 years of age,2005,4.1
Bengtsfors,all 20-64 years of age,2006,4.2
Bengtsfors,all 20-64 years of age,2007,4.5
Bengtsfors,all 20-64 years of age,2008,4.5
Bengtsfors,all 20-64 years of age,2009,4.4
Bengtsfors,all 20-64 years of age,2010,4.5
Bengtsfors,all 20-64 years of age,2011,4.7
Bengtsfors,all 20-64 years of age,2012,4.7
Bengtsfors,all 20-64 years of age,2013,4.7
Bengtsfors,all 20-64 years of age,2014,4.8
Bengtsfors,all 20-64 years of age,2015,4.9
Bengtsfors,all 20-64 years of age,2016,5.0
Bengtsfors,all 20-64 years of age,2017,5.1
Bengtsfors,all 20-64 years of age,2018,5.2
Bengtsfors,all 20-64 years of age,2019,5.3
Bengtsfors,all 20-64 years of age,2020,5.4
Bengtsfors,all 20-64 years of age,2021,5.7
Bengtsfors,all 20-64 years of age,2022,6.0
Bengtsfors,all 20-64 years of age,2023,5.1
Bengtsfors,20-24 years,1997,2.6
Bengtsfors,20-24 years,1998,2.6
Bengtsfors,20-24 years,1999,2.7
Bengtsfors,20-24 years,2000,2.7
Bengtsfors,20-24 years,2001,2.8
Bengtsfors,20-24 years,2002,2.9
Bengtsfors,20-24 years,2003,2.8
Bengtsfors,20-24 years,2004,2.8
Bengtsfors,20-24 years,2005,2.7
Bengtsfors,20-24 years,2006,2.6
Bengtsfors,20-24 years,2007,2.9
Bengtsfors,20-24 years,2008,2.8
Bengtsfors,20-24 years,2009,2.6
Bengtsfors,20-24 years,2010,2.7
Bengtsfors,20-24 years,2011,2.9
Bengtsfors,20-24 years,2012,2.9
Bengtsfors,20-24 years,2013,2.9
Bengtsfors,20-24 years,2014,3.1
Bengtsfors,20-24 years,2015,3.2
Bengtsfors,20-24 years,2016,3.4
Bengtsfors,20-24 years,2017,3.7
Bengtsfors,20-24 years,2018,3.7
Bengtsfors,20-24 years,2019,3.6
Bengtsfors,20-24 years,2020,3.5
Bengtsfors,20-24 years,2021,3.7
Bengtsfors,20-24 years,2022,4.2
Bengtsfors,20-24 years,2023,3.5
Bengtsfors,age 25-34 years,1997,3.4
Bengtsfors,age 25-34 years,1998,3.6
Bengtsfors,age 25-34 years,1999,3.8
Bengtsfors,age 25-34 years,2000,3.8
Bengtsfors,age 25-34 years,2001,3.9
Bengtsfors,age 25-34 years,2002,4.0
Bengtsfors,age 25-34 years,2003,3.9
Bengtsfors,age 25-34 years,2004,3.8
Bengtsfors,age 25-34 years,2005,3.9
Bengtsfors,age 25-34 years,2006,3.8
Bengtsfors,age 25-34 years,2007,4.0
Bengtsfors,age 25-34 years,2008,4.0
Bengtsfors,age 25-34 years,2009,3.8
Bengtsfors,age 25-34 years,2010,3.9
Bengtsfors,age 25-34 years,2011,4.1
Bengtsfors,age 25-34 years,2012,4.1
Bengtsfors,age 25-34 years,2013,4.2
Bengtsfors,age 25-34 years,2014,4.2
Bengtsfors,age 25-34 years,2015,4.3
Bengtsfors,age 25-34 years,2016,4.3
Bengtsfors,age 25-34 years,2017,4.4
Bengtsfors,age 25-34 years,2018,4.7
Bengtsfors,age 25-34 years,2019,4.7
Bengtsfors,age 25-34 years,2020,4.8
Bengtsfors,age 25-34 years,2021,5.1
Bengtsfors,age 25-34 years,2022,5.3
Bengtsfors,age 25-34 years,2023,4.5
Bengtsfors,age 35-44 years,1997,3.7
Bengtsfors,age 35-44 years,1998,3.8
Bengtsfors,age 35-44 years,1999,4.0
Bengtsfors,age 35-44 years,2000,4.1
Bengtsfors,age 35-44 years,2001,4.2
Bengtsfors,age 35-44 years,2002,4.4
Bengtsfors,age 35-44 years,2003,4.4
Bengtsfors,age 35-44 years,2004,4.4
Bengtsfors,age 35-44 years,2005,4.5
Bengtsfors,age 35-44 years,2006,4.6
Bengtsfors,age 35-44 years,2007,4.8
Bengtsfors,age 35-44 years,2008,4.9
Bengtsfors,age 35-44 years,2009,4.9
Bengtsfors,age 35-44 years,2010,5.0
Bengtsfors,age 35-44 years,2011,5.1
Bengtsfors,age 35-44 years,2012,5.2
Bengtsfors,age 35-44 years,2013,5.1
Bengtsfors,age 35-44 years,2014,5.3
Bengtsfors,age 35-44 years,2015,5.3
Bengtsfors,age 35-44 years,2016,5.3
Bengtsfors,age 35-44 years,2017,5.4
Bengtsfors,age 35-44 years,2018,5.5
Bengtsfors,age 35-44 years,2019,5.5
Bengtsfors,age 35-44 years,2020,5.8
Bengtsfors,age 35-44 years,2021,6.0
Bengtsfors,age 35-44 years,2022,6.2
Bengtsfors,age 35-44 years,2023,5.3
Bengtsfors,age 45-54 years,1997,3.7
Bengtsfors,age 45-54 years,1998,3.8
Bengtsfors,age 45-54 years,1999,3.9
Bengtsfors,age 45-54 years,2000,4.1
Bengtsfors,age 45-54 years,2001,4.1
Bengtsfors,age 45-54 years,2002,4.2
Bengtsfors,age 45-54 years,2003,4.2
Bengtsfors,age 45-54 years,2004,4.3
Bengtsfors,age 45-54 years,2005,4.4
Bengtsfors,age 45-54 years,2006,4.5
Bengtsfors,age 45-54 years,2007,4.8
Bengtsfors,age 45-54 years,2008,5.0
Bengtsfors,age 45-54 years,2009,4.8
Bengtsfors,age 45-54 years,2010,5.0
Bengtsfors,age 45-54 years,2011,5.2
Bengtsfors,age 45-54 years,2012,5.2
Bengtsfors,age 45-54 years,2013,5.2
Bengtsfors,age 45-54 years,2014,5.3
Bengtsfors,age 45-54 years,2015,5.5
Bengtsfors,age 45-54 years,2016,5.6
Bengtsfors,age 45-54 years,2017,5.7
Bengtsfors,age 45-54 years,2018,5.8
Bengtsfors,age 45-54 years,2019,5.8
Bengtsfors,age 45-54 years,2020,6.1
Bengtsfors,age 45-54 years,2021,6.3
Bengtsfors,age 45-54 years,2022,6.7
Bengtsfors,age 45-54 years,2023,5.7
Bengtsfors,age 55-64 years,1997,3.4
Bengtsfors,age 55-64 years,1998,3.4
Bengtsfors,age 55-64 years,1999,3.7
Bengtsfors,age 55-64 years,2000,3.8
Bengtsfors,age 55-64 years,2001,4.0
Bengtsfors,age 55-64 years,2002,4.0
Bengtsfors,age 55-64 years,2003,4.0
Bengtsfors,age 55-64 years,2004,4.1
Bengtsfors,age 55-64 years,2005,4.2
Bengtsfors,age 55-64 years,2006,4.3
Bengtsfors,age 55-64 years,2007,4.6
Bengtsfors,age 55-64 years,2008,4.6
Bengtsfors,age 55-64 years,2009,4.6
Bengtsfors,age 55-64 years,2010,4.6
Bengtsfors,age 55-64 years,2011,4.9
Bengtsfors,age 55-64 years,2012,4.9
Bengtsfors,age 55-64 years,2013,4.9
Bengtsfors,age 55-64 years,2014,5.1
Bengtsfors,age 55-64 years,2015,5.1
Bengtsfors,age 55-64 years,2016,5.3
Bengtsfors,age 55-64 years,2017,5.6
Bengtsfors,age 55-64 years,2018,5.6
Bengtsfors,age 55-64 years,2019,5.7
Bengtsfors,age 55-64 years,2020,5.7
Bengtsfors,age 55-64 years,2021,6.1
Bengtsfors,age 55-64 years,2022,6.3
Bengtsfors,age 55-64 years,2023,5.5
Mellerud,all 20-64 years of age,1997,3.2
Mellerud,all 20-64 years of age,1998,3.3
Mellerud,all 20-64 years of age,1999,3.5
Mellerud,all 20-64 years of age,2000,3.8
Mellerud,all 20-64 years of age,2001,3.9
Mellerud,all 20-64 years of age,2002,3.9
Mellerud,all 20-64 years of age,2003,4.0
Mellerud,all 20-64 years of age,2004,4.0
Mellerud,all 20-64 years of age,2005,4.1
Mellerud,all 20-64 years of age,2006,4.3
Mellerud,all 20-64 years of age,2007,4.5
Mellerud,all 20-64 years of age,2008,4.7
Mellerud,all 20-64 years of age,2009,4.5
Mellerud,all 20-64 years of age,2010,4.6
Mellerud,all 20-64 years of age,2011,4.7
Mellerud,all 20-64 years of age,2012,4.7
Mellerud,all 20-64 years of age,2013,4.6
Mellerud,all 20-64 years of age,2014,4.8
Mellerud,all 20-64 years of age,2015,4.9
Mellerud,all 20-64 years of age,2016,5.0
Mellerud,all 20-64 years of age,2017,5.2
Mellerud,all 20-64 years of age,2018,5.4
Mellerud,all 20-64 years of age,2019,5.4
Mellerud,all 20-64 years of age,2020,5.6
Mellerud,all 20-64 years of age,2021,5.8
Mellerud,all 20-64 years of age,2022,6.0
Mellerud,all 20-64 years of age,2023,5.1
Mellerud,20-24 years,1997,2.3
Mellerud,20-24 years,1998,2.4
Mellerud,20-24 years,1999,2.5
Mellerud,20-24 years,2000,2.6
Mellerud,20-24 years,2001,2.7
Mellerud,20-24 years,2002,2.8
Mellerud,20-24 years,2003,2.8
Mellerud,20-24 years,2004,2.7
Mellerud,20-24 years,2005,2.7
Mellerud,20-24 years,2006,2.8
Mellerud,20-24 years,2007,3.1
Mellerud,20-24 years,2008,3.0
Mellerud,20-24 years,2009,2.6
Mellerud,20-24 years,2010,2.7
Mellerud,20-24 years,2011,2.9
Mellerud,20-24 years,2012,3.0
Mellerud,20-24 years,2013,3.0
Mellerud,20-24 years,2014,3.1
Mellerud,20-24 years,2015,3.2
Mellerud,20-24 years,2016,3.3
Mellerud,20-24 years,2017,3.5
Mellerud,20-24 years,2018,3.6
Mellerud,20-24 years,2019,3.6
Mellerud,20-24 years,2020,3.5
Mellerud,20-24 years,2021,3.7
Mellerud,20-24 years,2022,3.8
Mellerud,20-24 years,2023,3.2
Mellerud,age 25-34 years,1997,3.2
Mellerud,age 25-34 years,1998,3.4
Mellerud,age 25-34 years,1999,3.5
Mellerud,age 25-34 years,2000,3.8
Mellerud,age 25-34 years,2001,3.8
Mellerud,age 25-34 years,2002,3.8
Mellerud,age 25-34 years,2003,3.9
Mellerud,age 25-34 years,2004,3.8
Mellerud,age 25-34 years,2005,3.8
Mellerud,age 25-34 years,2006,3.9
Mellerud,age 25-34 years,2007,4.1
Mellerud,age 25-34 years,2008,4.2
Mellerud,age 25-34 years,2009,3.9
Mellerud,age 25-34 years,2010,4.0
Mellerud,age 25-34 years,2011,4.2
Mellerud,age 25-34 years,2012,4.1
Mellerud,age 25-34 years,2013,4.0
Mellerud,age 25-34 years,2014,4.2
Mellerud,age 25-34 years,2015,4.3
Mellerud,age 25-34 years,2016,4.5
Mellerud,age 25-34 years,2017,4.6
Mellerud,age 25-34 years,2018,4.9
Mellerud,age 25-34 years,2019,4.9
Mellerud,age 25-34 years,2020,5.1
Mellerud,age 25-34 years,2021,5.3
Mellerud,age 25-34 years,2022,5.5
Mellerud,age 25-34 years,2023,4.6
Mellerud,age 35-44 years,1997,3.4
Mellerud,age 35-44 years,1998,3.6
Mellerud,age 35-44 years,1999,3.8
Mellerud,age 35-44 years,2000,3.9
Mellerud,age 35-44 years,2001,4.0
Mellerud,age 35-44 years,2002,4.2
Mellerud,age 35-44 years,2003,4.2
Mellerud,age 35-44 years,2004,4.2
Mellerud,age 35-44 years,2005,4.4
Mellerud,age 35-44 years,2006,4.5
Mellerud,age 35-44 years,2007,4.9
Mellerud,age 35-44 years,2008,5.0
Mellerud,age 35-44 years,2009,4.8
Mellerud,age 35-44 years,2010,5.0
Mellerud,age 35-44 years,2011,5.1
Mellerud,age 35-44 years,2012,5.1
Mellerud,age 35-44 years,2013,5.1
Mellerud,age 35-44 years,2014,5.1
Mellerud,age 35-44 years,2015,5.3
Mellerud,age 35-44 years,2016,5.4
Mellerud,age 35-44 years,2017,5.4
Mellerud,age 35-44 years,2018,5.6
Mellerud,age 35-44 years,2019,5.6
Mellerud,age 35-44 years,2020,5.7
Mellerud,age 35-44 years,2021,5.8
Mellerud,age 35-44 years,2022,6.0
Mellerud,age 35-44 years,2023,5.3
Mellerud,age 45-54 years,1997,3.4
Mellerud,age 45-54 years,1998,3.5
Mellerud,age 45-54 years,1999,3.7
Mellerud,age 45-54 years,2000,4.1
Mellerud,age 45-54 years,2001,4.3
Mellerud,age 45-54 years,2002,4.2
Mellerud,age 45-54 years,2003,4.3
Mellerud,age 45-54 years,2004,4.3
Mellerud,age 45-54 years,2005,4.3
Mellerud,age 45-54 years,2006,4.6
Mellerud,age 45-54 years,2007,4.7
Mellerud,age 45-54 years,2008,5.0
Mellerud,age 45-54 years,2009,4.8
Mellerud,age 45-54 years,2010,5.0
Mellerud,age 45-54 years,2011,5.1
Mellerud,age 45-54 years,2012,5.1
Mellerud,age 45-54 years,2013,5.0
Mellerud,age 45-54 years,2014,5.4
Mellerud,age 45-54 years,2015,5.4
Mellerud,age 45-54 years,2016,5.6
Mellerud,age 45-54 years,2017,5.9
Mellerud,age 45-54 years,2018,6.0
Mellerud,age 45-54 years,2019,5.9
Mellerud,age 45-54 years,2020,6.4
Mellerud,age 45-54 years,2021,6.5
Mellerud,age 45-54 years,2022,6.7
Mellerud,age 45-54 years,2023,5.6
Mellerud,age 55-64 years,1997,3.2
Mellerud,age 55-64 years,1998,3.2
Mellerud,age 55-64 years,1999,3.5
Mellerud,age 55-64 years,2000,3.7
Mellerud,age 55-64 years,2001,3.7
Mellerud,age 55-64 years,2002,3.8
Mellerud,age 55-64 years,2003,3.9
Mellerud,age 55-64 years,2004,4.0
Mellerud,age 55-64 years,2005,4.2
Mellerud,age 55-64 years,2006,4.3
Mellerud,age 55-64 years,2007,4.7
Mellerud,age 55-64 years,2008,4.9
Mellerud,age 55-64 years,2009,4.8
Mellerud,age 55-64 years,2010,4.8
Mellerud,age 55-64 years,2011,4.9
Mellerud,age 55-64 years,2012,5.0
Mellerud,age 55-64 years,2013,4.9
Mellerud,age 55-64 years,2014,5.1
Mellerud,age 55-64 years,2015,5.3
Mellerud,age 55-64 years,2016,5.2
Mellerud,age 55-64 years,2017,5.4
Mellerud,age 55-64 years,2018,5.9
Mellerud,age 55-64 years,2019,5.8
Mellerud,age 55-64 years,2020,5.9
Mellerud,age 55-64 years,2021,6.4
Mellerud,age 55-64 years,2022,6.6
Mellerud,age 55-64 years,2023,5.6
Lilla Edet,all 20-64 years of age,1997,3.5
Lilla Edet,all 20-64 years of age,1998,3.7
Lilla Edet,all 20-64 years of age,1999,3.8
Lilla Edet,all 20-64 years of age,2000,4.1
Lilla Edet,all 20-64 years of age,2001,4.2
Lilla Edet,all 20-64 years of age,2002,4.3
Lilla Edet,all 20-64 years of age,2003,4.3
Lilla Edet,all 20-64 years of age,2004,4.3
Lilla Edet,all 20-64 years of age,2005,4.5
Lilla Edet,all 20-64 years of age,2006,4.7
Lilla Edet,all 20-64 years of age,2007,5.0
Lilla Edet,all 20-64 years of age,2008,5.1
Lilla Edet,all 20-64 years of age,2009,4.9
Lilla Edet,all 20-64 years of age,2010,5.0
Lilla Edet,all 20-64 years of age,2011,5.2
Lilla Edet,all 20-64 years of age,2012,5.2
Lilla Edet,all 20-64 years of age,2013,5.2
Lilla Edet,all 20-64 years of age,2014,5.4
Lilla Edet,all 20-64 years of age,2015,5.5
Lilla Edet,all 20-64 years of age,2016,5.7
Lilla Edet,all 20-64 years of age,2017,5.9
Lilla Edet,all 20-64 years of age,2018,6.0
Lilla Edet,all 20-64 years of age,2019,5.9
Lilla Edet,all 20-64 years of age,2020,6.0
Lilla Edet,all 20-64 years of age,2021,6.2
Lilla Edet,all 20-64 years of age,2022,6.4
Lilla Edet,all 20-64 years of age,2023,5.7
Lilla Edet,20-24 years,1997,2.3
Lilla Edet,20-24 years,1998,2.5
Lilla Edet,20-24 years,1999,2.7
Lilla Edet,20-24 years,2000,3.0
Lilla Edet,20-24 years,2001,3.0
Lilla Edet,20-24 years,2002,3.1
Lilla Edet,20-24 years,2003,2.9
Lilla Edet,20-24 years,2004,2.9
Lilla Edet,20-24 years,2005,3.0
Lilla Edet,20-24 years,2006,3.1
Lilla Edet,20-24 years,2007,3.4
Lilla Edet,20-24 years,2008,3.4
Lilla Edet,20-24 years,2009,3.1
Lilla Edet,20-24 years,2010,3.2
Lilla Edet,20-24 years,2011,3.3
Lilla Edet,20-24 years,2012,3.2
Lilla Edet,20-24 years,2013,3.1
Lilla Edet,20-24 years,2014,3.2
Lilla Edet,20-24 years,2015,3.5
Lilla Edet,20-24 years,2016,3.7
Lilla Edet,20-24 years,2017,3.9
Lilla Edet,20-24 years,2018,4.0
Lilla Edet,20-24 years,2019,4.0
Lilla Edet,20-24 years,2020,3.7
Lilla Edet,20-24 years,2021,4.0
Lilla Edet,20-24 years,2022,4.2
Lilla Edet,20-24 years,2023,3.6
Lilla Edet,age 25-34 years,1997,3.4
Lilla Edet,age 25-34 years,1998,3.6
Lilla Edet,age 25-34 years,1999,3.8
Lilla Edet,age 25-34 years,2000,4.0
Lilla Edet,age 25-34 years,2001,4.1
Lilla Edet,age 25-34 years,2002,4.1
Lilla Edet,age 25-34 years,2003,4.1
Lilla Edet,age 25-34 years,2004,4.0
Lilla Edet,age 25-34 years,2005,4.2
Lilla Edet,age 25-34 years,2006,4.3
Lilla Edet,age 25-34 years,2007,4.6
Lilla Edet,age 25-34 years,2008,4.7
Lilla Edet,age 25-34 years,2009,4.3
Lilla Edet,age 25-34 years,2010,4.5
Lilla Edet,age 25-34 years,2011,4.7
Lilla Edet,age 25-34 years,2012,4.6
Lilla Edet,age 25-34 years,2013,4.7
Lilla Edet,age 25-34 years,2014,4.9
Lilla Edet,age 25-34 years,2015,5.1
Lilla Edet,age 25-34 years,2016,5.3
Lilla Edet,age 25-34 years,2017,5.4
Lilla Edet,age 25-34 years,2018,5.4
Lilla Edet,age 25-34 years,2019,5.5
Lilla Edet,age 25-34 years,2020,5.6
Lilla Edet,age 25-34 years,2021,5.7
Lilla Edet,age 25-34 years,2022,5.9
Lilla Edet,age 25-34 years,2023,5.1
Lilla Edet,age 35-44 years,1997,3.7
Lilla Edet,age 35-44 years,1998,3.9
Lilla Edet,age 35-44 years,1999,4.1
Lilla Edet,age 35-44 years,2000,4.4
Lilla Edet,age 35-44 years,2001,4.5
Lilla Edet,age 35-44 years,2002,4.7
Lilla Edet,age 35-44 years,2003,4.6
Lilla Edet,age 35-44 years,2004,4.6
Lilla Edet,age 35-44 years,2005,4.8
Lilla Edet,age 35-44 years,2006,5.0
Lilla Edet,age 35-44 years,2007,5.3
Lilla Edet,age 35-44 years,2008,5.4
Lilla Edet,age 35-44 years,2009,5.3
Lilla Edet,age 35-44 years,2010,5.6
Lilla Edet,age 35-44 years,2011,5.7
Lilla Edet,age 35-44 years,2012,5.6
